Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,Year
17,Milwaukee Bucks*,82,19755,.468,15.1,,.570,.236,.161,.103,.070,.430,,.544,.717,.420,.446,.395,.366,,.461,.789,,.049,317,,.251,1080,,.241,.393,,11,0,2022
18,Minnesota Timberwolves*,82,19780,.457,14.5,,.546,.267,.173,.059,.047,.454,,.540,.677,.413,.432,.366,.358,,.519,.797,,.066,429,,.278,1136,,.223,.394,,19,0,2022
19,New Orleans Pelicans*,82,19755,.457,13.6,,.635,.266,.189,.100,.081,.365,,.528,.668,.427,.458,.394,.332,,.531,.873,,.055,354,,.290,1118,,.240,.369,,18,2,2022
20,New York Knicks,82,19780,.437,14.7,,.572,.253,.158,.086,.074,.428,,.497,.654,.374,.376,.361,.357,,.465,.795,,.069,431,,.238,858,,.219,.392,,7,0,2022
21,Oklahoma City Thunder,82,19805,.430,14.3,,.581,.205,.261,.073,.041,.419,,.507,.643,.444,.427,.366,.323,,.466,.828,,.052,325,,.320,1199,,.207,.349,,9,0,2022
22,Orlando Magic,82,19780,.434,14.4,,.583,.223,.227,.069,.063,.417,,.507,.670,.425,.420,.329,.331,,.499,.880,,.061,384,,.268,1028,,.212,.385,,16,0,2022
23,Philadelphia 76ers*,82,19805,.466,14.0,,.624,.240,.194,.119,.071,.376,,.527,.702,.414,.417,.431,.364,,.505,.835,,.050,315,,.249,982,,.244,.394,,12,0,2022
24,Phoenix Suns*,82,19730,.485,14.2,,.646,.188,.222,.149,.088,.354,,.551,.709,.503,.497,.427,.364,,.552,.832,,.053,370,,.220,951,,.260,.390,,13,0,2022
25,Portland Trail Blazers,82,19730,.442,14.6,,.578,.260,.173,.074,.071,.422,,.513,.630,.423,.421,.402,.346,,.500,.787,,.047,293,,.274,1031,,.210,.368,,11,0,2022
26,Sacramento Kings,82,19805,.460,13.9,,.623,.233,.219,.099,.072,.377,,.530,.698,.433,.423,.425,.344,,.498,.807,,.059,362,,.264,1079,,.219,.385,,13,1,2022
27,San Antonio Spurs,82,19805,.467,13.4,,.655,.236,.226,.124,.069,.345,,.527,.674,.455,.441,.413,.352,,.551,.912,,.036,251,,.291,1254,,.230,.368,,14,1,2022
28,Toronto Raptors*,82,19855,.445,14.3,,.625,.225,.209,.097,.095,.375,,.503,.653,.439,.426,.365,.349,,.434,.804,,.055,354,,.245,975,,.240,.400,,17,2,2022
29,Utah Jazz*,82,19730,.471,15.1,,.532,.203,.235,.066,.029,.468,,.568,.729,.481,.458,.396,.360,,.454,.727,,.070,442,,.246,989,,.242,.383,,14,1,2022
30,Washington Wizards,82,19830,.472,13.9,,.644,.226,.225,.107,.086,.356,,.543,.727,.456,.430,.426,.342,,.532,.860,,.065,408,,.280,1135,,.246,.397,,11,0,2022
,League Average,82,19793,.461,14.3,,.601,.241,.194,.094,.071,.399,,.533,.687,.439,.431,.400,.354,,.512,.821,,.058,370,,.265,1069,,.237,.383,,14.9,0.4,2022
Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,2023
1,Atlanta Hawks*,82,19855,.483,13.2,,.669,.250,.186,.133,.091,.331,,.548,.696,.440,.486,.439,.352,,.488,.755,,.064,450,,.242,1022,,.262,.364,,8,0,2023
2,Boston Celtics*,82,19980,.475,15.3,,.520,.210,.192,.063,.048,.480,,.567,.732,.466,.463,.390,.377,,.509,.814,,.051,335,,.272,1166,,.223,.403,,12,0,2023
3,Brooklyn Nets*,82,19730,.487,14.6,,.603,.222,.177,.122,.082,.397,,.559,.701,.459,.489,.494,.378,,.525,.820,,.059,373,,.222,891,,.243,.392,,6,0,2023
4,Chicago Bulls,82,19905,.490,13.6,,.667,.281,.146,.116,.125,.333,,.555,.683,.474,.464,.446,.361,,.474,.886,,.054,329,,.273,1163,,.262,.397,,4,0,2023
5,Charlotte Hornets,82,19830,.457,13.1,,.640,.287,.208,.087,.058,.360,,.528,.688,.384,.439,.385,.330,,.536,.817,,.073,482,,.287,1149,,.261,.354,,10,0,2023
6,Cleveland Cavaliers*,82,19880,.488,13.2,,.629,.278,.196,.092,.054,.371,,.559,.717,.440,.450,.378,.367,,.545,.715,,.084,536,,.239,982,,.238,.367,,12,0,2023
7,Dallas Mavericks,82,19930,.475,15.6,,.513,.218,.169,.080,.046,.487,,.574,.708,.499,.470,.396,.371,,.448,.776,,.050,304,,.226,937,,.271,.403,,26,1,2023
8,Denver Nuggets*,82,19755,.504,13.2,,.639,.258,.213,.083,.077,.361,,.575,.758,.477,.401,.421,.379,,.597,.808,,.080,509,,.279,1188,,.251,.407,,27,2,2023
9,Detroit Pistons,82,19805,.454,13.8,,.628,.217,.224,.111,.068,.372,,.516,.677,.431,.432,.413,.351,,.466,.832,,.060,396,,.249,942,,.264,.372,,13,0,2023
10,Golden State Warriors*,82,19830,.479,16.0,,.521,.177,.210,.069,.065,.479,,.564,.710,.540,.407,.413,.385,,.606,.828,,.056,374,,.273,1213,,.199,.395,,23,1,2023
11,Houston Rockets,82,19755,.457,13.0,,.641,.259,.262,.070,.049,.359,,.530,.678,.436,.448,.366,.327,,.477,.766,,.084,523,,.324,1229,,.173,.361,,14,0,2023
12,Indiana Pacers,82,19755,.469,13.9,,.587,.266,.189,.080,.045,.413,,.540,.679,.425,.414,.402,.367,,.547,.817,,.048,323,,.306,1246,,.224,.386,,17,2,2023
13,Los Angeles Clippers*,82,19830,.477,14.5,,.613,.221,.190,.110,.092,.387,,.539,.692,.475,.450,.408,.381,,.467,.838,,.063,391,,.234,918,,.249,.406,,16,1,2023
14,Los Angeles Lakers*,82,19880,.482,13.2,,.649,.261,.214,.095,.079,.351,,.555,.728,.460,.425,.397,.346,,.502,.849,,.065,429,,.305,1315,,.238,.369,,8,0,2023
15,Memphis Grizzlies*,82,19780,.475,13.0,,.628,.273,.224,.099,.033,.372,,.548,.688,.446,.447,.386,.351,,.504,.837,,.058,387,,.286,1250,,.245,.376,,15,1,2023
16,Miami Heat*,82,19805,.460,14.5,,.592,.196,.217,.120,.052,.408,,.540,.683,.480,.471,.411,.344,,.511,.802,,.046,285,,.226,903,,.260,.367,,8,0,2023
17,Milwaukee Bucks*,82,19830,.473,15.3,,.554,.236,.156,.091,.071,.446,,.557,.724,.443,.429,.417,.368,,.489,.819,,.052,351,,.250,1103,,.230,.379,,11,0,2023
18,Minnesota Timberwolves*,82,19830,.490,13.2,,.619,.285,.208,.075,.051,.381,,.568,.723,.439,.451,.399,.365,,.539,.790,,.067,436,,.297,1256,,.241,.395,,20,0,2023
19,New Orleans Pelicans,82,19855,.480,12.9,,.656,.255,.230,.099,.065,.344,,.541,.698,.444,.484,.343,.364,,.510,.883,,.063,402,,.289,1166,,.227,.364,,18,0,2023
20,New York Knicks*,82,19955,.470,13.6,,.600,.266,.196,.096,.043,.400,,.547,.679,.460,.424,.404,.354,,.428,.820,,.066,425,,.246,1021,,.272,.382,,9,0,2023
21,Oklahoma City Thunder,82,19855,.465,13.1,,.631,.276,.217,.096,.043,.369,,.530,.658,.413,.469,.424,.356,,.444,.879,,.047,320,,.325,1349,,.203,.400,,12,0,2023
22,Orlando Magic,82,19780,.470,13.5,,.639,.249,.221,.094,.076,.361,,.539,.713,.440,.427,.398,.346,,.470,.858,,.064,395,,.297,1182,,.213,.415,,9,0,2023
23,Philadelphia 76ers*,82,19880,.487,13.8,,.611,.251,.191,.109,.054,.389,,.551,.697,.429,.463,.472,.387,,.516,.806,,.044,262,,.274,1100,,.256,.402,,13,0,2023
24,Phoenix Suns*,82,19780,.467,14.3,,.638,.194,.203,.159,.083,.362,,.520,.693,.442,.460,.424,.374,,.562,.856,,.047,306,,.205,847,,.291,.421,,13,0,2023
25,Portland Trail Blazers,82,19730,.474,14.1,,.587,.288,.161,.069,.062,.413,,.550,.673,.434,.437,.414,.365,,.502,.774,,.058,357,,.276,1142,,.204,.362,,9,0,2023
26,Sacramento Kings*,82,19830,.494,14.1,,.577,.243,.199,.080,.050,.423,,.586,.741,.488,.438,.450,.369,,.495,.875,,.059,380,,.261,1166,,.226,.397,,9,0,2023
27,San Antonio Spurs,82,19855,.465,13.1,,.652,.258,.230,.112,.053,.348,,.529,.679,.442,.412,.425,.345,,.530,.924,,.040,265,,.303,1339,,.216,.367,,18,0,2023
28,Toronto Raptors,82,19805,.459,13.4,,.649,.243,.220,.095,.084,.351,,.525,.694,.445,.406,.379,.335,,.474,.819,,.064,432,,.257,1082,,.264,.363,,22,0,2023
29,Utah Jazz,82,19805,.473,14.2,,.579,.204,.266,.073,.036,.421,,.560,.708,.497,.438,.439,.353,,.500,.854,,.071,460,,.274,1144,,.220,.413,,16,0,2023
30,Washington Wizards,82,19755,.485,14.0,,.635,.211,.244,.107,.073,.365,,.559,.760,.470,.460,.420,.356,,.508,.862,,.059,377,,.272,1118,,.215,.399,,16,2,2023
,League Average,82,19826,.475,13.9,,.613,.245,.206,.096,.063,.387,,.548,.701,.454,.447,.414,.361,,.506,.825,,.060,386,,.269,1118,,.237,.387,,13.8,0.3,2023
Rk,Team,G,MP,FG%,Dist., ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,0-3,3-10,10-16,16-3P,3P, ,2P,3P, ,%FGA,Md., ,%FGA,Md., ,%3PA,3P%, ,Att.,Md.,2024
1,Atlanta Hawks,82,19855,.465,14.1,,.592,.247,.194,.104,.047,.408,,.535,.649,.437,.477,.471,.364,,.537,.791,,.065,445,,.259,1006,,.260,.380,,15,0,2024
2,Boston Celtics*,82,19830,.487,15.6,,.529,.212,.181,.083,.053,.471,,.575,.745,.478,.454,.418,.388,,.503,.796,,.066,439,,.249,1086,,.204,.441,,11,1,2024
3,Brooklyn Nets,82,19805,.456,14.2,,.588,.242,.199,.094,.053,.412,,.522,.692,.406,.433,.346,.362,,.527,.844,,.054,353,,.266,1081,,.261,.414,,23,1,2024
4,Chicago Bulls,82,19980,.470,13.6,,.642,.266,.181,.106,.089,.358,,.532,.642,.465,.481,.404,.358,,.488,.876,,.039,236,,.274,1156,,.275,.385,,11,0,2024
5,Charlotte Hornets,82,19730,.460,14.1,,.609,.251,.198,.094,.065,.391,,.528,.692,.438,.404,.344,.355,,.525,.839,,.059,381,,.259,1036,,.219,.367,,21,0,2024
6,Cleveland Cavaliers*,82,19805,.479,14.0,,.578,.276,.190,.073,.039,.422,,.561,.686,.448,.457,.416,.367,,.589,.844,,.070,444,,.260,1056,,.239,.376,,10,1,2024
7,Dallas Mavericks*,82,19705,.481,15.1,,.559,.222,.175,.098,.064,.441,,.569,.747,.470,.451,.404,.369,,.524,.735,,.069,447,,.225,998,,.274,.362,,16,0,2024
8,Denver Nuggets*,82,19705,.496,13.3,,.648,.265,.209,.090,.083,.352,,.562,.688,.487,.457,.464,.374,,.598,.864,,.066,438,,.282,1152,,.238,.384,,24,0,2024
9,Detroit Pistons,82,19755,.463,13.5,,.640,.224,.242,.112,.063,.360,,.528,.679,.461,.455,.377,.348,,.541,.844,,.072,470,,.270,1058,,.273,.359,,21,0,2024
10,Golden State Warriors,82,19830,.477,15.0,,.575,.185,.238,.083,.069,.425,,.548,.716,.504,.419,.410,.380,,.599,.810,,.055,370,,.289,1266,,.163,.395,,15,1,2024
11,Houston Rockets,82,19855,.459,14.2,,.603,.237,.215,.084,.066,.397,,.530,.675,.437,.455,.407,.352,,.512,.781,,.059,379,,.294,1199,,.171,.395,,28,0,2024
12,Indiana Pacers*,82,19705,.507,13.5,,.620,.259,.220,.094,.047,.380,,.589,.718,.493,.505,.497,.374,,.576,.855,,.059,415,,.319,1440,,.234,.405,,11,0,2024
13,Los Angeles Clippers*,82,19705,.489,14.1,,.617,.228,.207,.120,.063,.383,,.555,.720,.469,.472,.402,.381,,.544,.744,,.070,433,,.252,1005,,.247,.417,,9,0,2024
14,Los Angeles Lakers*,82,19855,.499,13.3,,.642,.259,.221,.097,.065,.358,,.567,.769,.451,.428,.365,.377,,.591,.822,,.081,533,,.289,1245,,.248,.388,,15,0,2024
15,Memphis Grizzlies,82,19780,.435,14.3,,.572,.238,.222,.071,.040,.428,,.502,.652,.397,.409,.359,.346,,.526,.873,,.044,277,,.255,999,,.244,.351,,21,0,2024
16,Miami Heat*,82,19755,.465,14.2,,.606,.194,.248,.111,.053,.394,,.527,.672,.494,.409,.399,.370,,.537,.892,,.049,301,,.254,998,,.276,.398,,13,0,2024
17,Milwaukee Bucks*,82,19805,.487,15.0,,.570,.238,.167,.092,.073,.430,,.574,.761,.430,.447,.456,.373,,.504,.841,,.056,372,,.260,1155,,.255,.414,,10,0,2024
18,Minnesota Timberwolves*,82,19805,.485,13.5,,.616,.250,.228,.089,.048,.384,,.546,.716,.439,.439,.376,.387,,.547,.869,,.075,465,,.269,1066,,.279,.409,,17,1,2024
19,New Orleans Pelicans*,82,19705,.486,13.5,,.627,.254,.218,.099,.056,.373,,.548,.695,.440,.472,.434,.383,,.531,.883,,.053,343,,.294,1175,,.266,.434,,22,1,2024
20,New York Knicks*,82,19730,.465,13.9,,.596,.252,.190,.107,.047,.404,,.531,.658,.451,.433,.392,.369,,.474,.837,,.051,325,,.256,1024,,.269,.414,,8,1,2024
21,Oklahoma City Thunder*,82,19805,.499,13.8,,.617,.252,.191,.117,.057,.383,,.567,.712,.458,.503,.422,.389,,.487,.894,,.054,350,,.284,1233,,.243,.416,,5,0,2024
22,Orlando Magic*,82,19780,.476,13.2,,.631,.269,.221,.091,.050,.369,,.549,.722,.440,.397,.380,.352,,.509,.879,,.072,453,,.309,1244,,.262,.366,,17,0,2024
23,Philadelphia 76ers*,82,19780,.464,13.7,,.627,.261,.204,.099,.063,.373,,.525,.669,.407,.452,.424,.363,,.510,.818,,.048,309,,.295,1182,,.217,.410,,8,0,2024
24,Phoenix Suns*,82,19780,.493,14.3,,.622,.224,.184,.134,.081,.378,,.561,.713,.457,.499,.474,.382,,.543,.864,,.056,346,,.237,973,,.249,.405,,2,0,2024
25,Portland Trail Blazers,82,19880,.439,13.6,,.630,.241,.220,.102,.067,.370,,.494,.637,.394,.422,.415,.345,,.484,.838,,.047,293,,.300,1142,,.239,.371,,13,0,2024
26,Sacramento Kings,82,19855,.477,14.8,,.568,.206,.218,.096,.048,.432,,.561,.715,.509,.439,.378,.366,,.543,.879,,.054,356,,.262,1166,,.244,.393,,8,0,2024
27,San Antonio Spurs,82,19830,.462,13.9,,.599,.258,.200,.088,.052,.401,,.539,.692,.445,.427,.338,.347,,.625,.914,,.066,437,,.270,1142,,.235,.384,,16,0,2024
28,Toronto Raptors,82,19805,.471,13.2,,.631,.270,.221,.086,.054,.369,,.543,.702,.439,.404,.397,.347,,.588,.903,,.048,313,,.310,1346,,.253,.380,,11,0,2024
29,Utah Jazz,82,19805,.467,13.8,,.594,.201,.289,.071,.033,.406,,.544,.725,.471,.412,.372,.354,,.544,.882,,.072,489,,.273,1102,,.276,.390,,17,0,2024
30,Washington Wizards,82,19730,.470,13.8,,.611,.248,.236,.085,.042,.389,,.548,.731,.435,.404,.387,.348,,.571,.843,,.057,383,,.301,1315,,.222,.392,,16,1,2024
,League Average,82,19788,.474,14.0,,.605,.241,.211,.096,.058,.395,,.545,.699,.452,.446,.407,.366,,.540,.844,,.060,387,,.274,1135,,.244,.393,,14.5,0.3,2024
